path,category,lines,bytes,review_status,review_depth,omission_reason
scripts/internal/check-source-size.ps1,"Skrypty, CI/CD i infrastruktura",214,6829,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/check-sql-isolation.ps1,"Skrypty, CI/CD i infrastruktura",35,1125,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/check-text-encoding.ps1,"Skrypty, CI/CD i infrastruktura",54,1920,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/ensure-desktop-tor.ps1,"Skrypty, CI/CD i infrastruktura",58,2676,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/environment.ps1,"Skrypty, CI/CD i infrastruktura",91,4934,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Android.psm1,"Skrypty, CI/CD i infrastruktura",388,19791,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Build.psm1,"Skrypty, CI/CD i infrastruktura",475,25142,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Commands.psm1,"Skrypty, CI/CD i infrastruktura",693,35853,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Core.psm1,"Skrypty, CI/CD i infrastruktura",274,11854,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Diagnostics.psm1,"Skrypty, CI/CD i infrastruktura",242,11225,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Environment.psm1,"Skrypty, CI/CD i infrastruktura",165,6721,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Stack.psm1,"Skrypty, CI/CD i infrastruktura",416,19993,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.State.psm1,"Skrypty, CI/CD i infrastruktura",83,3408,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Ui.psm1,"Skrypty, CI/CD i infrastruktura",147,6134,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/modules/TorChat.Windows.psm1,"Skrypty, CI/CD i infrastruktura",253,14928,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/release/torchat-0-1-matrix.json,"Skrypty, CI/CD i infrastruktura",77,2819,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/release/validate-torchat-0-1.ps1,"Skrypty, CI/CD i infrastruktura",322,14013,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/tests/Test-TorChatScripts.ps1,Testy,99,3425,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
scripts/tests/Test-TorChatTwoEngineIntegration.ps1,Testy,72,2775,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
scripts/tests/test-diagnostic-sanitization.ps1,Testy,66,3306,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
scripts/torchat.ps1,"Skrypty, CI/CD i infrastruktura",243,9136,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/zip.ps1,"Skrypty, CI/CD i infrastruktura",754,31266,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
server/torchat-server/Cargo.toml,Serwer / relay,23,673,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
server/torchat-server/sql/queries/contact_delete.sql,Migracje i zapytania SQL,3,87,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/contacts_confirm.sql,Migracje i zapytania SQL,4,119,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/contacts_list.sql,Migracje i zapytania SQL,7,231,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/installation_nickname.sql,Migracje i zapytania SQL,2,62,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/installation_profile.sql,Migracje i zapytania SQL,4,97,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/installation_upsert.sql,Migracje i zapytania SQL,4,149,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_code_consume.sql,Migracje i zapytania SQL,4,97,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_code_delete_for_installation.sql,Migracje i zapytania SQL,2,53,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_code_insert.sql,Migracje i zapytania SQL,3,119,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_code_lookup.sql,Migracje i zapytania SQL,5,95,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_inbox_list.sql,Migracje i zapytania SQL,6,208,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_request_ack.sql,Migracje i zapytania SQL,3,86,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_request_cancel.sql,Migracje i zapytania SQL,3,84,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_request_insert.sql,Migracje i zapytania SQL,10,434,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/pairing_request_lookup.sql,Migracje i zapytania SQL,7,185,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/profile_update_nickname.sql,Migracje i zapytania SQL,2,66,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/prune_pairing_codes.sql,Migracje i zapytania SQL,2,51,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/prune_pending_pairings.sql,Migracje i zapytania SQL,2,54,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/prune_sessions.sql,Migracje i zapytania SQL,2,66,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/schema_migration_insert.sql,Migracje i zapytania SQL,2,63,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/schema_migration_lookup.sql,Migracje i zapytania SQL,2,55,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/session_authorize.sql,Migracje i zapytania SQL,6,109,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/queries/session_insert.sql,Migracje i zapytania SQL,3,108,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/sql/schema_migrations.sql,Migracje i zapytania SQL,6,154,przejrzany w dostarczonym agregacie,"przegląd schematu, transakcji i indeksów",
server/torchat-server/src/main.rs,Serwer / relay,1822,63630,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
tools/torchat-contract-gen/Cargo.toml,Dokumentacja i konfiguracja repozytorium,10,164,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
tools/torchat-contract-gen/src/main.rs,Kod produkcyjny,861,35871,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
